diff_infos,new_price,old_price,nr_of_reviews,rating,availability
"Laptop Gaming HP Pavilion - 15-dk0005nq cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz, Coffee Lake, 15.6"", Full HD, IPS, 8GB, 1TB + 256GB SSD, NVIDIA GeForce GTX 1650 4GB, Free DOS, Shadow Black",4.39999 Lei,"5.39999 Lei(-18%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Ultraportabil ASUS ZenBook PRO DUO cu procesor Intel® Core™ i9-9980HK pana la 5GHz, 15.6"", 4K, 32GB, 1TB SSD M.2, NVIDIA GeForce RTX 2060 6GB, Windows 10 Pro, Celestial Blue",17.19999 Lei,,1 review,width: 100%,ultimul produs in stoc
"Laptop ASUS X512FA cu procesor Intel® Core™ i5-8265U pana la 3.9 GHz, 15.6"", Full HD, 8GB, 256GB SSD M.2, Intel UHD Graphics 620, Free DOS, Peacock Blue",2.54999 Lei,"2.99999 Lei(-15%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop HP 15-da0020nq cu procesor Intel® Celeron® N4000 pana la 2.60 GHz Gemini Lake, 15.6"", Full HD, 4GB, 1TB HDD, DVD-RW, Intel® UHD Graphics, Free DOS, Jet Black",1.09999 Lei,"1.44999 Lei(-24%)
                ",0 review-uri,width: 0%,în stoc
"Laptop ultraportabil Lenovo IdeaPad 530S-14IKB cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 14"", WQHD, IPS, 16GB, 512GB SSD, NVIDIA GeForce MX 150 2GB, Microsoft Windows 10, Copper",5.49999 Lei,"7.19999 Lei(-23%)
                ",4 review-uri,width: 90%,ultimul produs in stoc
"Laptop Gaming ASUS TUF FX505DV cu procesor AMD Ryzen 7-3750H pana la 4.0GHz, 15.6"", Full HD, 120Hz, Antiglare, 8GB, 512GB SSD M.2, NVIDIA® GeForce RTX™ 2060 6GB GDDR6, Free DOS, Black",4.89999 Lei,"5.79999 Lei(-15%)
                ",3 review-uri,width: 73.4%,ultimul produs in stoc
"Laptop Gaming ASUS ROG Strix G G531GT cu procesor Intel® Core™ i7-9750H pana la 4.50GHz, 15.6"", Full HD, 120Hz, Antiglare, 8GB, 1TB HDD, 256GB SSD M.2, NVIDIA® GeForce GTX 1650 4GB GDDR5, Free DOS, Black",4.89999 Lei,"5.69999 Lei(-14%)
                ",1 review,width: 100%,ultimul produs in stoc
"Laptop Dell Inspiron 3583 cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", 4GB, 1TB, AMD Radeon 520 2GB, Linux, Black",1.99999 Lei,"2.54999 Lei(-21%)
                ",0 review-uri,width: 0%,în stoc
"Laptop ultraportabil ASUS ZenBook UX433FN cu procesor Intel® Core™ i5-8265U pana la 3.9 GHz, 14"", Full HD, 8GB, 512GB SSD M.2, NVIDIA GeForce MX150 2GB, Endless OS, Royal Blue Metal",3.99999 Lei,"4.69999 Lei(-14%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Gaming Acer Predator Helios 700 PH717-71 cu procesor Intel® Core™ i7-9750H pana la 4.5 GHz, 17.3"", Full HD, IPS, 144Hz, 16GB, 1TB SSD, GeForce RTX 2080 8GB, Windows 10 Home, Abyssal Black",16.99999 Lei,17.99999 Lei,0 review-uri,width: 0%,în stoc
"Laptop Gaming ASUS ROG Strix G G531GT cu procesor Intel® Core™ i7-9750H pana la 4.50GHz, 15.6"", Full HD, 120Hz, Antiglare, 8GB, 1TB HDD, 512GB SSD M.2, NVIDIA® GeForce GTX 1660 Ti 6GB GDDR6, Free DOS, Black",5.79999 Lei,"6.89999 Lei(-15%)
                ",2 review-uri,width: 100%,ultimul produs in stoc
"Laptop Gaming OMEN by HP 15-dc0038nq cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, IPS, 144Hz, 16GB, 1TB, NVIDIA® GeForce® GTX 1050 Ti 4GB, Free DOS, Black",4.49999 Lei,"5.59999 Lei(-19%)
                ",2 review-uri,width: 90%,în stoc
"Laptop Gaming Acer Predator Helios 300 PH317-53 cu procesor Intel® Core™ i7-9750H pana la 4.5 GHz, 17.3"", Full HD, IPS, 144Hz, 16GB, 512GB SSD, GeForce RTX™ 2060 6GB, Free DOS, Abyssal Black",7.49999 Lei,"7.89999 Lei(-40000 Lei)
                ",1 review,width: 100%,în stoc
"Laptop 2 in 1 Lenovo Ideapad C340-14API cu procesor AMD Ryzen 3 3200U pana la 3.50GHz, 14"", Full HD, Touch, 4GB, 256GB SSD M.2, Radeon Vega 3, Microsoft Windows 10, Platinum Grey",2.24999 Lei,"2.69999 Lei(-16%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Asus X512FA cu procesor Intel® Core™ i7-8565U pana la 4.6 GHz, 15.6"" Full HD, 8GB, 1TB HDD, Intel UHD Graphics 620, Free DOS, Peacock Blue",2.99999 Lei,"3.59999 Lei(-16%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Lenovo Ideapad S145-15IWL cu procesor Intel® Core™ i5-8265U pana la 3.90GHz, 15.6"", HD, 4GB, 128GB SSD M.2, Intel UHD Graphics 620, Microsoft Windows 10, Grey",2.19999 Lei,"2.59999 Lei(-15%)
                ",0 review-uri,width: 0%,în stoc
"Laptop ultraportabil Lenovo Ideapad S340-14IWL cu procesor Intel® Core™ i7-8565U pana la 4.60GHz, 14"", Full HD, IPS, Antiglare, 8GB, 512GB SSD M.2, Intel UHD Graphics 620, Free DOS, Abyss Blue",2.99999 Lei,"3.29999 Lei(-9%)
                ",1 review,width: 100%,în stoc
"Laptop HP 250 G6 cu procesor Intel® Core™ i5-7200U 2.50GHz, Kaby Lake™, 15.6"", Full HD, 8GB, 1TB, DVD-RW, Intel HD Graphics, Microsoft Windows 10 Pro, Silver",2.69999 Lei,"3.59999 Lei(-25%)
                ",1 review,width: 100%,în stoc
"Laptop HP 15-db0068nq cu procesor AMD Ryzen™ 5 2500U pana la 3.60 GHz, 15.6"", 8GB, 256GB SSD, AMD Radeon™ Vega 8, Free DOS, Black",1.99999 Lei,"2.29999 Lei(-13%)
                ",10 review-uri,width: 88%,în stoc
"Laptop ultraportabil ASUS ZenBook UX433FA cu procesorIntel® Core™ i5-8265U pana la 3.9 GHz, 14"", Full HD, 8GB, 512GB SSD M.2, Intel UHD Graphics 620, Endless OS, Royal Blue Metal",3.59999 Lei,"4.29999 Lei(-16%)
                ",3 review-uri,width: 100%,ultimul produs in stoc
"Laptop Lenovo Ideapad S145-15IWL cu procesor Intel Core i5-8265U pana la 3.9 GHz, 15.6, Full HD, 4GB, 128GB SSD M.2 + 1TB HDD, Intel UHD Graphics 620, Free DOS, Grey",2.09999 Lei,"2.29999 Lei(-8%)
                ",1 review,width: 100%,în stoc
"Laptop ultraportabil ASUS ZenBook S UX391UA with processor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 13.3"", Full HD, 8GB, 512GB SSD, Intel UHD Graphics 620, Microsoft Windows 10 Pro, Burgundy Red",4.99999 Lei,"7.59999 Lei(-34%)
                ",1 review,width: 40%,în stoc
"Laptop HP 15-db1016nq cu procesor AMD Ryzen™ 5 3500U pana la 3.70 GHz, 15.6"", Full HD, IPS, 8GB, 256GB SSD, AMD Radeon™ Vega 8 Graphics, Microsoft Windows 10, Black",2.39999 Lei,"2.99999 Lei(-20%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Gaming HP Pavilion 15-cx0007nq cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, IPS, 144Hz, 8GB, 1TB, NVIDIA GeForce GTX 1050 Ti 4GB, Free DOS, Shadow Black",3.79999 Lei,"5.49999 Lei(-30%)
                ",2 review-uri,width: 80%,în stoc
"Laptop ASUS A540UB-DM859 cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 1TB, NVIDIA GeForce MX110 2GB, Endless OS, Silver",1.69999 Lei,"1.99999 Lei(-15%)
                ",4 review-uri,width: 80%,în stoc
"Laptop ultraportabil ASUS VivoBook S13 S330FA cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 13.3"", Full HD, 8GB, 256GB SSD, Intel UHD Graphics 620, Free DOS, Silver Metal",2.99999 Lei,"3.69999 Lei(-18%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Lenovo Ideapad L340-15API cu procesor AMD Ryzen 5 3500U pana la 3.7 GHz, 15.6"", Full HD, 8GB, 256GB SSD M.2, DVD-RW, AMD Radeon Vega 8, Windows 10 Home, Abyss Blue",2.34999 Lei,"2.79999 Lei(-16%)
                ",1 review,width: 80%,în stoc
"Laptop Lenovo Ideapad S145-15IWL cu procesor Intel® Core™ i7-8565U pana la 4.60 GHz Whiskey Lake, 15.6"", Full HD, 8GB, 256GB SSD, Intel UHD Graphics 620, Free DOS, Grey",2.49999 Lei,"3.09999 Lei(-19%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Gaming HP Pavilion 15-cx0001nq cu procesor Intel® Core™ i5-8300H pana la 4.00 GHz, Coffee Lake, 15.6"", Full HD, IPS, 8GB, 256GB SSD, NVIDIA® GeForce® GTX 1050 Ti 4GB, Free DOS, Black",2.99999 Lei,"4.29900 Lei(-30%)
                ",3 review-uri,width: 73.4%,în stoc
"Laptop Apple MacBook Air 13 ecran Retina, procesor Intel® Core™ i5 1.6GHz, 8GB, 128GB SSD, Intel UHD Graphics 617, Space Grey, ROM KB",5.49999 Lei,"6.19999 Lei(-11%)
                ",1 review,width: 100%,în stoc
"Laptop gaming ASUS ROG Strix Hero III G531GV cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz Coffee Lake, 15.6"", Full HD, IPS, 240Hz, 16GB, 512GB SSD, NVIDIA® GeForce RTX™ 2060 6GB, Free DOS, Midnight Black",6.99999 Lei,"8.49999 Lei(-17%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Gaming Lenovo Legion Y540-15IRH cu procesor Intel® Core i5-9300H pana la 4.10 GHz, 15.6"", Full HD IPS, 144Hz, 8GB, 1TB SSD M.2, NVIDIA GeForce RTX 2060 6GB GDDR6, Free DOS, Black",5.49999 Lei,"5.99999 Lei(-8%)
                ",2 review-uri,width: 100%,în stoc
"Laptop Dell Inspiron 3584 cu procesor Intel Core i3-7020U 2.3 GHz, 15.6"", Full HD, 4GB, 1TB HDD, AMD Radeon 520 2GB, Ubuntu, Black",1.59999 Lei,"1.94999 Lei(-17%)
                ",1 review,width: 100%,în stoc
"Laptop ultraportabil Asus ZenBook Pro Duo UX581GV cu procesor Intel® Core™ i7-9750H pana la 4.5 GHz, 15.6"", 4K, 16GB, 1TB SSD M.2, NVIDIA GeForce RTX 2060 6GB, Windows 10 Pro, Celestial Blue",de la 13.29999 Lei,13.99999 Lei,1 review,width: 100%,1 resigilat in stoc
"Laptop Gaming ASUS ROG G G531GT cu procesor Intel® Core™ i5-9300H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, IPS, 8GB, 512GB SSD, NVIDIA GeForce GTX 1650 4GB, Free DOS, Black",4.49999 Lei,,1 review,width: 100%,ultimul produs in stoc
"Laptop HP 250 G7 cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 1TB HDD, DVD-RW, NVIDIA® GeForce® MX110 2GB, Free DOS, Dark Ash Silver",2.34999 Lei,"2.94999 Lei(-20%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Acer Aspire 3 A315-54-58R8 cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 256GB SSD, Intel HD Graphics 620, Linux, Negru",2.09999 Lei,"2.59999 Lei(-19%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Gaming ASUS ROG G531GT cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz, Coffee Lake, 15.6"", Full HD IPS, 8GB, 512GB SSD M.2, NVIDIA GeForce GTX 1650 4GB, Free DOS, Black",4.79999 Lei,"5.69999 Lei(-15%)
                ",3 review-uri,width: 100%,ultimul produs in stoc
"Laptop Gaming Lenovo Legion Y7000 cu procesor Intel Core i7-9750H pana la 4.5 GHz, 15.6"", Full HD, 8GB DDR4, 256GB SSD M.2 + 1TB HDD, NVIDIA GeForce GTX 1650 4GB, Free DOS, Black",4.19999 Lei,"4.59999 Lei(-8%)
                ",3 review-uri,width: 80%,ultimul produs in stoc
"Laptop Gaming ASUS TUF FX705GD cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 17.3"", Full HD, IPS, 16GB, 1TB FireCuda, NVIDIA® GeForce® GTX 1050 4GB, Free DOS, Gold Steel",4.49999 Lei,"5.59999 Lei(-19%)
                ",2 review-uri,width: 70%,ultimul produs in stoc
"Laptop HP Pavilion 15-cs0027nq cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 256GB SSD, Intel® UHD Graphics 620, Free DOS, Silver",2.69999 Lei,"3.09999 Lei(-12%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Acer Aspire 3 A315-53 cu procesor Intel® Pentium® 4417U 2.30 GHz, Kaby Lake R, 15.6"", Full HD, 4GB, 1TB, Intel HD Graphics 610, Endless OS, Black",1.19999 Lei,"1.54999 Lei(-22%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Ultraportabil ASUS ZenBook Edition 30 UX334FL cu procesor Intel® Core™ i7-8565U pana la 4.6 GHz, 13.3"", Full HD, 16GB, 512GB SSD, NVIDIA GeForce MX250 2GB, Windows 10, White",7.49999 Lei,"7.69999 Lei(-20000 Lei)
                ",1 review,width: 100%,ultimul produs in stoc
"Laptop ASUS Vivobook X512DK cu procesor AMD® Ryzen™ 5 3500U pana la 3.70 GHz, 15.6"", Full HD, 8GB, 1TB HDD, AMD Radeon™ R540X 2GB, Free DOS, Slate Gray",2.29999 Lei,"2.79999 Lei(-17%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Asus X509FA cu procesor Intel® Core™ i3-8145U pana la 3.9GHz, 15.6"", Full HD, 4GB, 1TB HDD, Intel UHD Graphics 620, Free DOS, Slate Gray",1.64999 Lei,"1.99999 Lei(-17%)
                ",1 review,width: 100%,în stoc
"Laptop ASUS VivoBook S15 S530FN cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 1TB, NVIDIA GeForce MX150 2GB, Endless OS, Gun Metal",2.99999 Lei,"3.89999 Lei(-23%)
                ",5 review-uri,width: 92%,ultimul produs in stoc
"Laptop Gaming Lenovo Legion Y740-15IRH cu procesor Intel Core i7-9750H pana la 4.50Ghz, 15.6"", Full HD, 144Hz, IPS, Antiglare, 16GB, 512GB SSD M.2, NVIDIA GeForce GTX 1660 Ti 6GB GDDR6, Free DOS, Black",6.39999 Lei,"6.89999 Lei(-7%)
                ",1 review,width: 100%,în stoc
"Laptop Gaming Lenovo Legion Y740-15IRHg cu procesor Intel Core i7-9750H pana la 4.5 GHz, 15.6"", Full HD, IPS, 144Hz G-Sync, 16GB, 512GB SSD M.2, NVIDIA GeForce RTX 2060 6GB, Free DOS, Black",7.09999 Lei,"8.49999 Lei(-16%)
                ",1 review,width: 60%,în stoc
"Laptop ultraportabil Lenovo Ideapad S540-14IWL cu procesor Intel® Core i5-8265U pana la 3.90 GHz, 14"", Full HD, IPS, 8GB, 512GB SSD, Intel UHD Graphics 620, Free DOS, Abyss Blue",2.89999 Lei,"3.19999 Lei(-9%)
                ",2 review-uri,width: 60%,în stoc
"Laptop ultraportabil HP ENVY 13-ah1007nn cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 13.3"", Full HD, IPS, 8GB, 128GB SSD, NVIDIA® GeForce® MX150 2GB, Microsoft Windows 10, Silver",4.19999 Lei,"5.19999 Lei(-19%)
                ",5 review-uri,width: 100%,în stoc
"Laptop Gaming Lenovo Legion Y540-15IRH cu procesor Intel Core i7-9750H pana 4.5 GHz, 15.6"", Full HD, 8GB, 512GB SSD M.2, NVIDIA GeForce GTX 1660 Ti 6GB, Free DOS, Black",5.79999 Lei,,1 review,width: 100%,ultimul produs in stoc
"Laptop ultraportabil HP Pavilion 13-an0003nq cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 13.3"", Full HD, IPS, 8GB, 256GB SSD, Intel® UHD Graphics 620, Free DOS, Natural Silver",3.49999 Lei,,7 review-uri,width: 85.8%,ultimul produs in stoc
"Laptop HP 250 G7 cu procesor Intel® Core™ i3-7020U 2.30GHz, 15.6"", Full HD, 4GB, 128GB SSD, Intel HD Graphics 620, Free DOS, Silver",1.54999 Lei,"1.99999 Lei(-22%)
                ",1 review,width: 100%,în stoc
"Laptop Gaming OMEN by HP 15-dc1014nq cu procesor Intel® Core ™ i5-8300H pana la 4.00 GHz, Coffee Lake, 15.6"", Full HD, IPS, 8GB, 256GB SSD, NVIDIA GeForce RTX 2060 6GB, Free DOS, Shadow Black",4.89999 Lei,"6.59999 Lei(-25%)
                ",5 review-uri,width: 76%,ultimul produs in stoc
"Laptop Gaming Lenovo Legion Y740-17IRHg cu procesor Intel Core i7-9750H pana la 4.5 GHz, 17.3"", Full HD, 144 Hz, 32GB, 1TB SSD M.2 + 1TB HDD, NVIDIA GeForce RTX 2080 8GB, Free DOS, Black",11.79999 Lei,"12.99999 Lei(-9%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Apple MacBook Pro 13"" Touch Bar, procesor Intel® Core™ i5 1.4GHz, 8GB, 128GB SSD, Intel Iris Plus Graphics 645, Silver, INT KB",6.59999 Lei,"7.39999 Lei(-10%)
                ",0 review-uri,width: 0%,în stoc
"Laptop ASUS VivoBook X540UA-DM2080 cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 512GB SSD, Intel UHD Graphics 620, Endless OS, Chocolate Black",2.39999 Lei,"2.74999 Lei(-12%)
                ",1 review,width: 80%,ultimul produs in stoc
"Laptop Lenovo Ideapad L340-15IWL cu procesor Intel® Core i5-8265U pana la 3.90 GHz, 15.6"", Full HD, 8GB, 512GB SSD M.2, DVD-RW, NVIDIA GeForce MX 110 2GB GDDR5, Free DOS, Platinum Grey",2.74999 Lei,"2.99999 Lei(-8%)
                ",1 review,width: 100%,în stoc
"Laptop Lenovo V130-15IKB cu procesor Intel® Core i5-7200U pana la 3.1GHz, 15.6"", Full HD, 8GB, 256GB SSD M.2, Intel® HD Graphics, Free DOS, Iron Grey",2.04999 Lei,"2.24999 Lei(-8%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Asus S330FA cu procesor Intel® Core™ i5-8265U pana la 3.9GHz, 13.3"", Full HD, 8GB, 512GB SSD M.2, Intel UHD Graphics 620, Free DOS, Pink Metal",3.09999 Lei,"3.59999 Lei(-13%)
                ",1 review,width: 60%,ultimul produs in stoc
"Laptop Gaming HP Pavilion 15-cx0009nq cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, IPS, 144Hz, 8GB, 1TB, NVIDIA® GeForce® GTX 1050 Ti 4GB, Free DOS, Black",3.79999 Lei,"4.19999 Lei(-9%)
                ",1 review,width: 100%,în stoc
"Laptop 2 in 1 Allview Allbook Y cu procesor Intel® Celeron® N3350 pana la 2.40 GHz, 11.6"", Full HD, IPS, Touch, 4GB, 64GB eMMC, Intel® HD Graphics, Microsoft Windows 10, Silver",1.24999 Lei,"1.49900 Lei(-16%)
                ",13 review-uri,width: 84.6%,ultimul produs in stoc
"Laptop Lenovo Ideapad L340-15IWL cu procesor Intel® Celeron 4205U 1.80 GHz, 15.6"", Full HD, 4GB, 256GB SSD M.2, DVD-RW, Intel UHD Graphics 610, Free DOS, Abyss Blue",1.19999 Lei,"1.49999 Lei(-20%)
                ",2 review-uri,width: 90%,ultimul produs in stoc
"Laptop 2 in 1 HP ENVY x360 13-ag0011nn cu procesor AMD Ryzen™ 7 2700U pana la 3.80 GHz, 13.3"", Full HD, IPS, Touch, 8GB, 256GB SSD, AMD Radeon™ RX Vega 10, Microsoft Windows 10, Dark Ash Silver",3.89999 Lei,"5.19999 Lei(-25%)
                ",1 review,width: 80%,ultimul produs in stoc
"Laptop ultraportabil Lenovo IdeaPad 330S-14IKB cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 14"", Full HD, IPS, 4GB, 1TB + 128GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10, Platinum Grey",2.94999 Lei,"3.39999 Lei(-13%)
                ",1 review,width: 100%,ultimul produs in stoc
"Laptop Dell Inspiron 3573 cu procesor Intel® Celeron® N4000 pana la 2.60 GHz, 15.6"", 4GB, 500GB, DVD-RW, Intel® UHD Graphics 600, Ubuntu, Black",de la 94999 Lei,99999 Lei,8 review-uri,width: 65%,1 resigilat in stoc
"Laptop HP 250 G7 cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 256GB SSD, Intel UHD Graphics 620, Free DOS, Silver",2.19999 Lei,"3.09999 Lei(-29%)
                ",2 review-uri,width: 80%,în stoc
"Laptop 2 in 1 ASUS ZenBook Flip 13 UX362FA cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 13.3"", Full HD, Touch, 8GB, 512GB SSD, Intel UHD Graphics 620, Microsoft Windows 10, Royal Blue",4.29999 Lei,"5.59999 Lei(-23%)
                ",1 review,width: 100%,în stoc
"Laptop Gaming Lenovo Legion Y540 -17IRH cu procesor Intel Core i5-9300H pana la 4.10 GHz Coffee Lake, 17.3"", Full HD, IPS, 16GB, 512GB SSD, NVIDIA GeForce GTX 1660 Ti 6GB, Free DOS, Black",4.99999 Lei,5.29999 Lei,0 review-uri,width: 0%,în stoc
"Laptop Gaming Dell G5 5587 cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, 8GB, 1TB HDD + 128GB SSD, NVIDIA GeForce GTX 1050 Ti 4GB, Linux, Black",4.19999 Lei,"5.69999 Lei(-26%)
                ",17 review-uri,width: 96.4%,ultimul produs in stoc
"Laptop Dell Inspiron 5570 cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, 4GB, 1TB, DVD-RW, AMD Radeon 530 2GB, Ubuntu, Platinum Silver",2.29999 Lei,"2.94999 Lei(-22%)
                ",3 review-uri,width: 93.4%,în stoc
"Laptop HP 250 G7 cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 512GB SSD, DVD-RW, Intel UHD Graphics 620, Windows 10 Pro, Silver",3.19999 Lei,"3.69999 Lei(-13%)
                ",1 review,width: 100%,ultimul produs in stoc
"Laptop Lenovo Ideapad L340-15IWL cu procesor Intel® Core i3-8145U pana la 3.90 GHz, 15.6"", Full HD, 8GB, 512GB SSD M.2, DVD-RW, Intel UHD Graphics 620, Free DOS, Abyss Blue",2.04999 Lei,"2.39999 Lei(-14%)
                ",5 review-uri,width: 92%,în stoc
"Laptop Apple MacBook Pro 13"" Touch Bar, procesor Intel® Core™ i5 1.4GHz, 8GB, 256GB SSD, Intel Iris Plus Graphics 645, Space Grey, INT KB",7.69999 Lei,"8.59999 Lei(-10%)
                ",0 review-uri,width: 0%,în stoc
"Laptop HUAWEI MateBook D cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", 8GB, 256GB SSD, Intel UHD Graphics 620, Microsoft Windows 10, Gray",3.21300 Lei,"3.86750 Lei(-16%)
                ",8 review-uri,width: 92.6%,în stoc
"Laptop ultraportabil Acer Swift 3 SF314-56-35NJ cu procesor Intel® Core™ i3-8145U pana la 3.90 GHz, Whiskey Lake, 14"", Full HD, IPS, 8GB, 256GB SSD, Intel UHD Graphics 620, Microsoft Windows 10, Silver",2.59999 Lei,"3.29999 Lei(-21%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Lenovo V330-15IKB cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 512GB SSD, Intel® UHD Graphics 620, Free DOS, Iron Gray",2.44999 Lei,"2.99999 Lei(-18%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop gaming ASUS ROG Strix SCAR III G731GV cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz Coffee Lake, 17.3"", Full HD, IPS, 144Hz, 8GB, 512GB SSD, NVIDIA® GeForce RTX™ 2060 6GB, Free DOS, Gunmetal Gray",7.19999 Lei,"8.19999 Lei(-12%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Gaming ASUS TUF FX504GE cu procesor Intel® Core™ i5-8300H pana la 4.00 GHz, Coffee Lake, 15.6"", Full HD, IPS, 8GB, 1TB, NVIDIA GeForce GTX 1050 Ti 2GB, Free DOS, Black",3.99999 Lei,,11 review-uri,width: 100%,ultimul produs in stoc
"Laptop Acer Aspire 5 A515-54G-58RL cu procesor Intel Core i5-8265U pana la 3.90 GHz, 15.6"", Full HD, IPS, 8GB, 512GB SSD, NVIDIA GeForce MX250 2GB, Linux, Black",2.49999 Lei,"3.39999 Lei(-26%)
                ",0 review-uri,width: 0%,în stoc
"Laptop 2 in 1 Lenovo Yoga C740-14IML cu procesor Intel® Core™ i7-10510U pana la 4.90 GHz Comet Lake, 14"", Full HD, 8GB, 1TB SSD, Intel UHD Graphics, Windows 10, Mica",4.79999 Lei,"5.69999 Lei(-15%)
                ",0 review-uri,width: 0%,în stoc
"Laptop ultraportabil Lenovo Ideapad S340-14IWL cu procesor Intel® Core™ i3-8145U pana la 3.90 GHz, 14"", Full HD, IPS, 4GB, 256GB SSD M.2, Intel UHD Graphics 620, Free DOS, Abyss Blue",1.89999 Lei,"2.19999 Lei(-13%)
                ",0 review-uri,width: 0%,în stoc
"Laptop gaming ASUS ROG Zephyrus M GU502GU cu procesor Intel® Core™ i7-9750H pana la 4.5 GHz Coffee Lake, 15.6"", Full HD, IPS, 144Hz, 16GB, 512GB SSD, NVIDIA® GeForce GTX 1660Ti 6GB, Free DOS, Brushed Black",6.99999 Lei,"7.99999 Lei(-12%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Gaming Lenovo Legion Y740-15IRHg cu procesor Intel Core i7-9750H pana la 4.5 GHz, 15.6"", Full HD, IPS, 144Hz G-Sync, 16GB, 512GB SSD M.2, NVIDIA GeForce RTX 2070 8GB, Free DOS, Black",7.99999 Lei,"9.69999 Lei(-17%)
                ",0 review-uri,width: 0%,în stoc
